source:,https://www.sec.gov/cgi-bin/browse-edgar?action=getcurrent,,forms_checked:,53161
number_loans:,1,,total_loan_amount:,1390298467
last_updated:,"2021-01-07 00:07:57"
name,ticker,exchange,cik,sector,industry,market_cap,market_cap_date,accession_number,sec_url,form,sec_filing_date,loan_amount_usd,note,revenue_consensus,full_time_employees,city,state,state_code,zipcode,country_code,metro_area_cbsa,website,summary,returned_loan,return_filing,bank
"Crawford United Corporation",CRAWA,OTC,0000047307,Industrials,"Process control instruments",44016084,,0000143774920007847,https://www.sec.gov/Archives/edgar/data/47307/000143774920007847/0001437749-20-007847-index.htm,8-K,2020-04-16,3679383,"Filed notice with SEC that the company will return $3,679,383 loan on 4/16/20.",22220000,271,Cleveland,Ohio,OH,44108,US,"Cleveland-Elyria, OH",http://crawfordunited.com,"Crawford United Corporation, together with its subsidiaries, engages in aerospace components, commercial air handling, and industrial hose businesses in the United States. The Aerospace Components segment manufactures precision components primarily for customers in the aerospace industry. This segment provides complete end-to-end engineering, machining, grinding, welding, brazing, heat treat, and assembly solutions. The Commercial Air Handling segment designs, manufactures, and installs large-scale commercial, institutional, and industrial custom air handling solutions. Its customers include health care, education, pharmaceutical, and industrial manufacturing markets. This segment also designs, manufactures, and installs custom air handling equipment under the FactoryBilt and SiteBilt brand names. The Industrial Hose segment manufactures and sells flexible interlocking metal hoses primarily to heavy-duty truck manufacturers and aftermarket suppliers, as well as to the agricultural, industrial, and petrochemical markets; and distributes silicone and hydraulic hoses to agriculture and general industrial markets. The company also exports its products to Australia, Canada, England, Mexico, and internationally. The company was formerly known as Hickok Incorporated and changed its name to Crawford United Corporation in May 2019. Crawford United Corporation was founded in 1910 and is headquartered in Cleveland, Ohio.",TRUE,https://www.sec.gov/Archives/edgar/data/47307/000143774920010016/0001437749-20-010016-index.htm,"JPMorgan Chase Bank"
"Vaso Corporation",VASO,OTC,0000839087,Healthcare,"Electromedical equipment",6018042,,0000165495420004160,https://www.sec.gov/Archives/edgar/data/839087/000165495420004160/0001654954-20-004160-index.htm,8-K,2020-04-16,3610900,,,294,Plainview,"New York",NY,11803,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.vasocorporation.com,"Vaso Corporation, together with its subsidiaries, operates in the healthcare equipment and information technology industries in the United States and internationally. The company operates through three segments: IT, Professional Sales Service, and Equipment. The IT segment primarily focuses on healthcare IT and managed network technology services. This segment offers managed diagnostic imaging applications, managed network infrastructure, managed network transport, and managed security services. The Professional Sales Service segment principally focuses on the sale of healthcare capital equipment for General Electric Healthcare (GEHC) into the health provider middle market. Its offerings include GEHC diagnostic imaging capital equipment, GEHC service agreements, and GEHC and third party financial services. The Equipment segment primarily focuses on the design, manufacture, sale, and service of proprietary medical devices. This segment provides Biox series Holter monitors and ambulatory blood pressure recorders; ARCS series analysis, reporting, and communication software for physiological signals, such as ECG and blood pressure; MobiCare multi-parameter wireless vital-sign monitoring systems; and Enhanced External Counterpulsaion therapy systems that are used for non-invasive, outpatient treatment of ischemic heart disease, as well as in-service and training support. The company was formerly known as Vasomedical, Inc. and changed its name to Vaso Corporation in November 2016. Vaso Corporation was founded in 1987 and is headquartered in Plainview, New York.",FALSE,,"PNC Bank"
"Limoneira Company",LMNR,NASDAQ,0001342423,"Consumer Non-Durables",Farming/Seeds/Milling,296629857,,0000110465920050382,https://www.sec.gov/Archives/edgar/data/1342423/000110465920050382/0001104659-20-050382-index.htm,8-K,2020-04-23,3609200,,45760000,319,"Santa Paula",California,CA,93060,US,"Oxnard-Thousand Oaks-Ventura, CA",http://www.limoneira.com,"Limoneira Company operates as an agribusiness and real estate development company in the United States and internationally. The company operates through six segments: Fresh Lemons, Lemon Packing, Avocados, Other Agribusiness, Rental Operations, and Real Estate Development. It grows, processes, packs, markets, and sells lemons. The company also grows avocado, oranges, and specialty citrus and other crops, including Moro blood oranges, Cara Cara oranges, Minneola tangelos, Star Ruby grapefruit, pummelos, pistachios, and wine grapes. It has approximately 6,200 acres of lemons planted primarily in Ventura, Tulare, and San Bernardino Counties in California, as well in Yuma County, Arizona and La Serena, Chile; 900 acres of avocados planted in Ventura County; 1,600 acres of oranges planted in Tulare County, California; and 1,000 acres of specialty citrus and other crops. In addition, the company rents residential housing units and commercial office buildings, as well as leases approximately 500 acres of its land to third-party agricultural tenants. Further, it is involved in organic recycling operations; and the development of land parcels, multi-family housing, and single-family homes. The company markets and sells its lemons directly to food service, wholesale, and retail customers; avocados to a packing and marketing company; oranges, specialty citrus, and other crops through Sunkist and other third-party packinghouses; and wine grapes to wine producers. Limoneira Company was founded in 1893 and is headquartered in Santa Paula, California.",FALSE,,"City National Bank"
"Neos Therapeutics, Inc.",NEOS,NASDAQ,0001467652,"Health Care","Major Pharmaceuticals",31082983,,0000155837020004217,https://www.sec.gov/Archives/edgar/data/1467652/000155837020004217/0001558370-20-004217-index.htm,8-K,2020-04-23,3582800,"Filed notice with SEC that the company will return $3,582,800 loan on 4/23/20.",14550000,213,"Grand Prairie",Texas,TX,75050,US,"Dallas-Fort Worth-Arlington, TX",http://www.neostx.com,"Neos Therapeutics, Inc., a pharmaceutical company, develops, manufactures, and commercializes products for the treatment of attention deficit hyperactivity disorder (ADHD) using its drug delivery technology platform. Its products are extended-release (XR) medications in orally disintegrating tablets or liquid suspension dosage forms. The company manufactures and markets Adzenys XR-ODT amphetamine for the treatment of ADHD; Cotempla XR-ODT methylphenidate for treating of ADHD; Adzenys ER amphetamine to treat ADHD; and generic Tussionex hydrocodone and chlorpheniramine for cough and upper respiratory symptoms of a cold. Neos Therapeutics, Inc. is headquartered in Grand Prairie, Texas.",TRUE,https://www.sec.gov/Archives/edgar/data/1467652/000155837020005576/0001558370-20-005576-index.htm,"First Republic Bank"
"PolarityTE, Inc.",PTE,NASDAQ,0001076682,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",30390100,,0000149315220006426,https://www.sec.gov/Archives/edgar/data/1076682/000149315220006426/0001493152-20-006426-index.htm,8-K,2020-04-15,3576145,,1570000,153,"Salt Lake City",Utah,UT,84116,US,"Salt Lake City, UT",http://www.polarityte.com,"PolarityTE, Inc., a biotechnology and regenerative biomaterials company, focuses on discovering, designing, and developing a range of regenerative tissue products and biomaterials for the fields of medicine, biomedical engineering, and material sciences in the United States. The company operates in two segments, Regenerative Medicine and Contract Services. It offers SkinTE, a tissue product for treatment of defects of the skin, as well as contract research services. The company also develops OsteoTE, an autologous homologous bone regeneration product; and CartTE, an autologous cartilage regeneration product. In addition, it develops AdipoTE to optimize the delivery of autologous fat; AngioTE for vascular regeneration; NeuralTE for peripheral nerve injuries of the extremities, as well as for patients with neuromas or chronic compression due to joint replacements, migraines, craniofacial injuries, carpal tunnel syndrome, and those who have undergone hernia or abdominal-based procedures; UroTE for the delivery of autologous urogenital epithelium and submucosa; LiverTE to address various causes of liver failure; and BowelTE to deliver an optimized autologous construct to aid in the regeneration of bowel tissue. PolarityTE, Inc. is headquartered in Salt Lake City, Utah.",FALSE,,KeyBank
"Sypris Solutions, Inc.",SYPR,NASDAQ,0000864240,"Capital Goods","Industrial Machinery/Components",32401463,,0000143774920009594,https://www.sec.gov/Archives/edgar/data/864240/000143774920009594/0001437749-20-009594-index.htm,8-K,2020-05-06,3558000,,20700000,630,Louisville,Kentucky,KY,40222,US,"Louisville/Jefferson County, KY-IN",http://www.sypris.com,"Sypris Solutions, Inc. provides truck components, oil and gas pipeline components, and aerospace and defense electronics primarily in North America and Mexico. It operates through two segments, Sypris Technologies and Sypris Electronics. The Sypris Technologies segment supplies forged, machined, welded, and heat-treated steel components for the commercial vehicle, off highway vehicle, light truck, automotive, and energy markets. This segment also offers drive train components, including axle shafts, transmission shafts, gear sets, steer axle knuckles, and other components for automotive and truck manufacturers. In addition, it provides value added operations for drive train assemblies; and manufactures pressure closures and other fabricated products for oil and gas pipelines. The Sypris Electronics segment offers electronic manufacturing services, such as circuit card and full box build manufacturing, high reliability manufacturing, systems assembly and integration, design for manufacturability, and design for specification work for aerospace and defense electronics market. This segment also provides circuit card assembly services for electronic sensors and systems, including radar and targeting systems, tactical ground stations, navigation systems, weapons systems, and targeting and warning systems; and value added solutions, such as low-volume prototype assembly and high-volume turnkey manufacturing. The company also offers engineering design and repair or inspection services. In addition, it sells its engineered product under the Tube Turns brand. The company was incorporated in 1977 and is headquartered in Louisville, Kentucky.",FALSE,,"BMO Harris Bank"
"Interpace Biosciences, Inc.",IDXG,NASDAQ,0001054102,"Health Care","Medical/Dental Instruments",12690608,,0000149315220006925,https://www.sec.gov/Archives/edgar/data/1054102/000149315220006925/0001493152-20-006925-index.htm,8-K,2020-04-22,3500000,,9890000,,Parsippany,"New Jersey",NJ,07054,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.interpace.com,"Interpace Biosciences, Inc. develops and commercializes molecular diagnostic tests to detect genetic alterations associated with gastrointestinal, endocrine, and lung cancers. It offers PancraGEN, a pancreatic cyst and pancreaticobiliary solid lesion molecular test that helps physicians better assess risk of pancreaticobiliary cancers using its proprietary PathFinderTG platform; ThyGeNEXT, an oncogenic mutation panel to identify malignant thyroid nodules; ThyraMIR, an microRNA gene expression assay that helps to classify risk of cancer in thyroid nodules; and RespriDx, a genomic test to differentiate metastatic or recurrent lung cancer. The company also provides pathology services. It primarily serves physicians, hospitals, and clinics. The company was formerly known as Interpace Diagnostics Group, Inc. and changed its name to Interpace Biosciences, Inc. in November 2019. Interpace Biosciences, Inc. was incorporated in 1986 and is headquartered in Parsippany, New Jersey.",FALSE,,Unidentified
"Dynatronics Corporation",DYNT,NASDAQ,0000720875,"Health Care","Medical/Dental Instruments",11655666,,0000165495420004764,https://www.sec.gov/Archives/edgar/data/720875/000165495420004764/0001654954-20-004764-index.htm,8-K,2020-05-01,3477412,,13760000,269,"Cottonwood Heights",Utah,UT,84121,US,"Salt Lake City, UT",http://www.dynatronics.com,"Dynatronics Corporation designs, manufactures, and sells orthopedics, physical therapy, rehabilitation, pain management, and athletic training products in the United States and internationally. The company offers orthopedic soft bracing and support products, which include cervical collars, shoulder immobilizers, arm slings, wrist and elbow supports, abdominal and lumbosacral supports, maternity supports, knee immobilizers and supports, ankle walkers and supports, plantar fasciitis splints, and cold therapy products. It also provides power and manually operated treatment tables, mat platforms, work tables, parallel bars, training stairs, weight racks, treadmills, recumbent bikes, and other equipment. In addition, the company offers therapeutic modality devices, such as electrotherapy, ultrasound, phototherapy, therapeutic lasers, shortwave diathermy, radial pulse therapy, hot and cold therapy, compression therapy, and electrodes. Further, it provides clinical supplies, including exercise bands and tubing, topical analgesics, lotions and gels, orthopedic bracing, paper products, athletic tape, and other products. Dynatronics Corporation distributes its products under the Bird & Cronin, Dynatron Solaris, Hausmann, and PROTEAM brands. The company sells its products to orthopedists, physical therapists, chiropractors, and athletic trainers, sports medicine practitioners, hospitals, clinics, and consumers. It also exports its products to approximately 30 countries. The company was founded in 1979 and is headquartered in Cottonwood Heights, Utah.",FALSE,,"Bank of the West"
"Ultralife Corporation",ULBI,NASDAQ,0000875657,Miscellaneous,"Industrial Machinery/Components",103054516,,0000143774920007950,https://www.sec.gov/Archives/edgar/data/875657/000143774920007950/0001437749-20-007950-index.htm,8-K,2020-04-17,3459278,"Filed notice with SEC that the company will return $3,459,278 loan on 4/17/20.",,573,Newark,"New York",NY,14513,US,"Rochester, NY",http://www.ultralifecorporation.com,"Ultralife Corporation, together with its subsidiaries, designs, manufactures, installs, and maintains power, and communication and electronics systems worldwide. The company serves government, defense, and commercial sectors. The company operates in two segments, Battery & Energy Products and Communications Systems. The Battery & Energy Products segment offers lithium 9-volt, cylindrical, thin lithium manganese dioxide, rechargeable, and other non-rechargeable batteries; lithium ion cells, multi-kilowatt module lithium ion battery systems, and uninterruptable power supplies; and rugged military and commercial battery charging systems and accessories, including smart chargers, multi-bay charging systems, and various cables. The Communications Systems segment provides communications systems and accessories to support military communications systems, such as radio frequency amplifiers, power supplies and cables, connector assemblies, amplified speakers, equipment mounts, case equipment, man-portable systems, and integrated communication systems for fixed or vehicle applications comprising vehicle adapters, vehicle installed power enhanced rifleman appliqué systems, and SATCOM systems. This segment's military communications systems and accessories are designed to enhance and extend the operation of communications equipment, such as vehicle-mounted, manpack, and handheld transceivers. It sells its products under the Ultralife, Lithium Power, McDowell Research, AMTI, ABLE, ACCUTRONICS, ACCUPRO, ENTELLION, SWE DRILL-DATA, and SWE SEASAFE brands through original equipment manufacturers, and industrial and defense supply distributors, as well as directly to the United States and international defense departments. In addition, the company sells its 9-volt battery to the broader consumer market through national and regional retail chains and Internet retailers. Ultralife Corporation was founded in 1990 and is headquartered in Newark, New York.",TRUE,https://www.sec.gov/Archives/edgar/data/875657/000143774920008515/0001437749-20-008515-index.htm,KeyBank
"SharpSpring Inc.",SHSP,NASDAQ,0001506439,Technology,"Computer Software: Prepackaged Software",205070059,,0000165495420004422,https://www.sec.gov/Archives/edgar/data/1506439/000165495420004422/0001654954-20-004422-index.htm,8-K,2020-04-24,3399500,,,231,Gainesville,Florida,FL,32608,US,"Gainesville, FL",,,FALSE,,Unidentified
"Marin Software Incorporated",MRIN,NASDAQ,0001389002,Technology,"EDP Services",18210300,,0000156459020019742,https://www.sec.gov/Archives/edgar/data/1389002/000156459020019742/0001564590-20-019742-index.htm,8-K,2020-04-29,3319600,,,229,"San Francisco",California,CA,94105,US,"San Francisco-Oakland-Hayward, CA",http://www.marinsoftware.com,"Marin Software Incorporated provides cloud-based enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and e-commerce advertising platform; Marin Search to manage advertising campaigns for advertisers and agencies; Marin Social that enables advertisers to manage their Facebook, Instagram, and Twitter advertising; and Perfect Audience, an interface to implement and optimize campaigns across various networks and devices. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was founded in 2006 and is headquartered in San Francisco, California.",FALSE,,"Harvest Small Business Finance"
"Advanced Emissions Solutions, Inc.",ADES,NASDAQ,0001515156,"Basic Industries","Major Chemicals",102013379,,0000151515620000042,https://www.sec.gov/Archives/edgar/data/1515156/000151515620000042/0001515156-20-000042-index.htm,8-K,2020-04-22,3300000,,16540000,133,"Greenwood Village",Colorado,CO,80111,US,"Denver-Aurora-Lakewood, CO",http://www.advancedemissionssolutions.com,"Advanced Emissions Solutions, Inc., together with its subsidiaries, provides emission reduction technologies and specialty chemicals in the United States. It operates through two segments, Refined Coal; and Power Generation and Industrials. The company offers CyClean technology, a pre-combustion coal treatment process to enhance combustion, as well as to reduce emissions of nitrogen oxide and mercury from coals burned in cyclone boilers; and M-45 and M-45-PC technologies, which are pre-combustion coal treatment technologies used to control emissions from circulating fluidized bed boilers and pulverized coal boilers. It also provides powdered activated carbon, granular activated carbon, coal additives, and scrubber additives, as well as owns an associated lignite mine that supplies the raw material for the powdered activated carbon plant. The company serves customers in the coal-fired power generation and industrial boiler processes, as well as potable water and wastewater treatment markets. Advanced Emissions Solutions, Inc. was founded in 1996 and is headquartered in Greenwood Village, Colorado.",FALSE,,"Bank of Oklahoma"
"Ashford Inc.",AINC,"NYSE MKT",0001604738,"Consumer Services","Professional Services",23017364,,0000160473820000019,https://www.sec.gov/Archives/edgar/data/1604738/000160473820000019/0001604738-20-000019-index.htm,8-K,2020-04-24,3300000,"Filed notice with SEC that the company will return $3,300,000 loan on 4/24/20.",90650000,123,Dallas,Texas,TX,75254,US,"Dallas-Fort Worth-Arlington, TX",http://www.ashfordinc.com,"Ashford, Inc is an asset management firm. The firm provides investment management and related services to the real estate and hospitality sectors. Ashford, Inc was formed on April 2, 2014 and is based in Dallas, Texas. Ashford Inc.(AMEX:AINC) operates independently of Ashford Hospitality Trust, Inc. as of November 5, 2019.",TRUE,https://www.sec.gov/Archives/edgar/data/1604738/000110465920055828/0001104659-20-055828-index.htm,KeyBank
"Energy Services of America Corporation",ESOA,OTC,0001357971,Industrials,"Water, sewer, and utility lines",13841000,,0000110465920053171,https://www.sec.gov/Archives/edgar/data/1357971/000110465920053171/0001104659-20-053171-index.htm,8-K,2020-04-29,3300000,"Filed notice with SEC that the company will return $3,300,000 loan on 4/29/20.",,85,Huntington,"West Virginia",WV,25701,US,"Huntington-Ashland, WV-KY-OH",http://www.energyservicesofamerica.com,"Energy Services of America Corporation provides contracting services for energy related companies in the United States. It constructs, replaces, and repairs interstate and intrastate natural gas pipelines and storage facilities for utility companies and private natural gas companies; and provides services relating to pipeline, storage facilities, and plant works. The company also offers a range of electrical and mechanical installation, and repair services, including substation and switchyard, site preparation, equipment setting, pipe fabrication and installation, packaged buildings, transformers, and other ancillary works for the power, chemical, and automotive industries. It provides liquid pipeline and pump station construction, production facility construction, water and sewer pipeline installations, various maintenance and repair services, and other services related to pipeline construction. The company serves customers primarily in West Virginia, Virginia, Ohio, Pennsylvania, and Kentucky. The company was founded in 2006 and is based in Huntington, West Virginia.",TRUE,https://www.sec.gov/Archives/edgar/data/1357971/000110465920053171/0001104659-20-053171-index.htm,"United Bank"
"Nicholas Financial, Inc.",NICK,NASDAQ,0001000045,Finance,"Finance Companies",65364000,,0000156459020028299,https://www.sec.gov/Archives/edgar/data/1000045/000156459020028299/0001564590-20-028299-index.htm,8-K,2020-06-04,3243900,,,279,Clearwater,Florida,FL,33759,US,"Tampa-St. Petersburg-Clearwater, FL",http://www.nicholasfinancial.com,"Nicholas Financial, Inc. operates as a specialized consumer finance company in the United States. The company engages in acquiring and servicing automobile finance installment contracts for the purchase of new and used automobiles and light trucks. It also originates direct consumer loans and sells consumer-finance related products. As of March 31, 2019, the company operated 50 branch offices located in Florida, Georgia, Ohio, Illinois, Indiana, Kentucky, Missouri, North Carolina, Alabama, South Carolina, Tennessee, Michigan, Kansas, Pennsylvania, and Wisconsin. Nicholas Financial, Inc. was founded in 1985 and is headquartered in Clearwater, Florida.",FALSE,,"Fifth Third Bank"
"Adamis Pharmaceuticals Corporation",ADMP,NASDAQ,0000887247,"Health Care","Major Pharmaceuticals",45433315,,0000138713120003918,https://www.sec.gov/Archives/edgar/data/887247/000138713120003918/0001387131-20-003918-index.htm,8-K,2020-04-15,3191700,,6870000,131,"San Diego",California,CA,92130,US,"San Diego-Carlsbad, CA",http://www.adamispharmaceuticals.com,"Adamis Pharmaceuticals Corporation, a specialty biopharmaceutical company, develops and commercializes products in the therapeutic areas of allergy and respiratory disease in the United States. The company's specialty pharmaceutical product candidates comprise Symjepi (epinephrine) Injection pre-filled syringe (PFS) for use in the emergency treatment of acute allergic reactions, including anaphylaxis. It also offers dry powder inhaler products consisting of albuterol (APC-2000) for the treatment of bronchospasms; fluticasone (APC-4000) for the treatment of asthma; beclomethasone (APC-1000), a metered dose inhaler product for the asthma; Tadalafil (APC-8000) for the treatment of erectile dysfunction; and naloxone injection product candidates (APC-6000) for the treatment of opioid overdose. In addition, the company provides corticosteroids, hormone replacement therapies, hospital outsourcing products, injectables, urological preparations, topical compounds for pain, and men's and women's health products; and certain veterinary pharmaceutical products for animals. Adamis Pharmaceuticals Corporation is headquartered in San Diego, California.",FALSE,,"Arvest Bank"
"Ballantyne Strong, Inc",BTN,"NYSE MKT",0000946454,Miscellaneous,"Industrial Machinery/Components",22709514,,0000149315220006516,https://www.sec.gov/Archives/edgar/data/946454/000149315220006516/0001493152-20-006516-index.htm,8-K,2020-04-16,3173900,"Filed notice with SEC that the company will return $3,173,900 loan on 4/16/20.",,290,Charlotte,"North Carolina",NC,28209,US,"Charlotte-Concord-Gastonia, NC-SC",http://www.ballantynestrong.com,"Ballantyne Strong, Inc. and its subsidiaries engage in various business activities focused on serving the entertainment, retail, financial, advertising, and government markets worldwide. It operates in three segments: Strong Entertainment, Convergent, and Strong Outdoor. The Strong Entertainment segment manufactures projection screens and customized screen support systems; and manufactures and distributes screens to theme parks, museums, and schools as well as for special events. It also provides digital projection equipment installations and after-sale maintenance and network support services to the entertainment industry. In addition, this segment distributes projectors, servers, audio systems, and other third-party products, including library management systems, lenses, and lamps. The company sells screen systems directly, as well as through third-party distributors and integrators; and provides technical services directly to theater owners and other entertainment-related markets, and through dealers or value added reseller networks. The Convergent segment delivers digital signage solutions and related services primarily to retail, banking, healthcare, and Digital-Out-Of-Home advertising network operators. Its Digital Signage as a Service platform provides an end-to-end solution, including hardware, software, content development and distribution, network monitoring, support, and field maintenance services. The Strong Outdoor segment provides outdoor advertising and marketing to advertising agencies and corporate accounts, primarily in New York City. It offers out-of-home advertising services on taxicabs; and sells advertising to corporate media buyers and advertising agencies for display on vinyl printed signs. Ballantyne Strong, Inc. was founded in 1932 and is headquartered in Charlotte, North Carolina.",TRUE,https://www.sec.gov/Archives/edgar/data/946454/000149315220007078/0001493152-20-007078-index.htm,"University Bank"
"SilverSun Technologies, Inc.",SSNT,NASDAQ,0001236275,Miscellaneous,"Business Services",12873635,,0000118518520000518,https://www.sec.gov/Archives/edgar/data/1236275/000118518520000518/0001185185-20-000518-index.htm,8-K,2020-04-23,3150832,,10720000,157,"East Hanover","New Jersey",NJ,07936,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.silversuntech.com,"SilverSun Technologies, Inc. operates as a business application, technology, and consulting company. The company resells enterprise resource planning software for the financial accounting requirements, as well as offers training, technical support, and professional services. The company also publishes and markets MAPADOC, an electronic data interchange software through a network of resellers. In addition, the company resells warehouse management system software, which controls the movement and storage of materials; and customer relationship management and business intelligence products. Further, it provides managed, cybersecurity, business continuity, disaster recovery, data back-up, network maintenance and service upgrades, and application hosting services. It serves small and medium-sized businesses that sell services and products to various end users, manufacturers, wholesalers, and distributors in the United States. The company was formerly known as Trey Resources, Inc. and changed its name to SilverSun Technologies, Inc. in June 2011. SilverSun Technologies, Inc. was founded in 1988 and is headquartered in East Hanover, New Jersey.",FALSE,,"JPMorgan Chase Bank"
Travelzoo,TZOO,NASDAQ,0001133311,"Consumer Services",Advertising,106770469,,0000113331120000022,https://www.sec.gov/Archives/edgar/data/1133311/000113331120000022/0001133311-20-000022-index.htm,8-K,2020-04-30,3121605,,26800000,418,"New York","New York",NY,10022,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.travelzoo.com,"Travelzoo provides travel, entertainment, and local deals from travel and entertainment companies, and local businesses in the Asia Pacific, Europe, and North America. Its publications and products include Travelzoo Website; Travelzoo iPhone and Android apps; Travelzoo Top 20 email newsletter; and Newsflash email alert service. The company also operates the Travelzoo Network, a network of third-party Websites that list travel deals published by the company; and Local Deals and Getaway listings, which allow its members to purchase vouchers for deals from local businesses, such as spas, hotels, and restaurants. It serves airlines, hotels, cruise lines, vacations packagers, tour operators, destinations, car rental companies, travel agents, theater and performing arts groups, restaurants, spas, and activity companies. Travelzoo Inc. was founded in 1998 and is headquartered in New York, New York.",FALSE,,"HSBC Bank"
"Cool Holdings, Inc.",AWSM,OTC,0001274032,Technology,"Electronic Components",1531571,,0000156459020017956,https://www.sec.gov/Archives/edgar/data/1274032/000156459020017956/0001564590-20-017956-index.htm,8-K,2020-04-22,3098000,,,178,Miami,Florida,FL,33122,US,"Miami-Fort Lauderdale-West Palm Beach, FL",http://www.coolholdings.com,"Cool Holdings, Inc. markets and distributes various mobility, computing, audio/video, and other technology products. The company operates in two segments, OneClick Retail Stores, and Cooltech Distribution. It operates a chain of OneClick 16 retail consumer electronics stores authorized under the Apple Premier Partner, APR (Apple Premium Reseller) and AAR MB (Apple Authorized Reseller Mono-Brand) programs, of which 6 stores located in Argentina, 7 stores located in the Dominican Republic, and 3 stores located in Florida. The company offers laptops, tablets, cell phones, drones, smart watches, gaming consoles, accessories, and audio devices. It distributes various consumer electronics to resellers, retailers, and small and medium-sized businesses in Latin America and the United States. Cool Holdings, Inc. is based in Miami, Florida.",FALSE,,"City National Bank"
"Chembio Diagnostics, Inc.",CEMI,NASDAQ,0001092662,"Health Care","Major Pharmaceuticals",95836622,,0000114036120009307,https://www.sec.gov/Archives/edgar/data/1092662/000114036120009307/0001140361-20-009307-index.htm,8-K,2020-04-21,2980000,"Filed notice with SEC that the company will return $2,980,000 loan on 4/21/20.",7730000,324,Hauppauge,"New York",NY,11788,US,"New York-Newark-Jersey City, NY-NJ-PA",http://chembio.com,"Chembio Diagnostics, Inc., together with its subsidiaries, develops, manufactures, and commercializes point-of-care (POC) diagnostic tests that are used to detect or diagnose diseases. The company offers tests for HIV and Syphilis, and Zika virus. It also develops tests for malaria, Dengue virus, chikungunya virus, ebola, lassa, marburg, leptospirosis, Rickettsia typhi, Burkholderia pseudomallei, and Orientia tsutsugamushi. In addition, the company develops tests for a specific form of cancer, concussion, and bovine tuberculosis; and handheld optical analyzers for rapid diagnostic tests. It sells its products under the STAT-PAK, SURE CHECK, STAT VIEW, or DPP trademarks, as well as under the private labels of its marketing partners to medical laboratories and hospitals, governmental and public health entities, non-governmental organizations, medical professionals, and retail establishments in the United States and internationally. The company has collaboration agreements with Concussion Science Group Division of Perseus Science Group LLC to develop a POC diagnostic test for traumatic brain injury; Foundation for Innovative New Diagnostics to develop a POC fever panel assay for life-threatening acute febrile illnesses; AstraZeneca to develop a POC test for eosinophilic respiratory disease; and Shire Human Genetic Therapies, Inc. to develop a novel POC diagnostic test. It also has a strategic partnership with LumiraDx Limited to develop point-of-care diagnostic tests for the detection of the COVID-19 virus, and IgM and IgG antibodies on the LumiraDx and Chembio DPP platforms. Chembio Diagnostics, Inc. was founded in 1985 and is headquartered in Hauppauge, New York.",TRUE,https://www.sec.gov/Archives/edgar/data/1092662/000114036120011303/0001140361-20-011303-index.htm,"HSBC Bank"
"BIOLASE, Inc.",BIOL,NASDAQ,0000811240,"Health Care","Medical/Dental Instruments",38965583,,0000156459020017056,https://www.sec.gov/Archives/edgar/data/811240/000156459020017056/0001564590-20-017056-index.htm,8-K,2020-04-16,2980000,,4980000,157,Irvine,California,CA,92618,US,"Los Angeles-Long Beach-Anaheim, CA",http://www.biolase.com,"BIOLASE, Inc., a medical device company, develops, manufactures, markets, and sells laser systems in dentistry and medicine for patients and health care professionals in the worldwide. The company offers Waterlase all-tissue dental laser systems for cutting soft and hard tissues; and diode laser systems to perform soft tissue, pain therapy, and cosmetic procedures, including teeth whitening. Its dental laser systems allow dentists, periodontists, endodontists, oral surgeons, and other dental specialists to perform a range of minimally invasive dental procedures, such as cosmetic, restorative, and complex surgical applications. The company also markets, sells, and distributes dental imaging equipment comprising three-dimensional (3D) CAD/CAM intra-oral scanners and digital dentistry software. Its dental imaging products include 3Shape TRIOS intraoral scanners, digital impression systems, and software for taking 3D scans, which are used to design crowns, study models, surgical guides for implant placement, and event orthodontic and athletic appliances. In addition, the company manufactures and sells consumable products and accessories for its laser systems, as well as markets flexible fibers and hand pieces. It sells its products primarily to dentists in general practice through its field sales force and distributor network. BIOLASE, Inc. was founded in 1984 and is headquartered in Irvine, California.",FALSE,,"Pacific Mercantile Bank"
